"Nombre de módulo","Autor","Sitio web","Última versión"
"Emipro Product Tabs","Emipro Technologies Pvt. Ltd.","http://www.emiprotechnologies.com","13.0.1.0.0"
"Emipro Theme Product Timer","Emipro Technologies Pvt. Ltd.","https://www.emiprotechnologies.com","13.0.1.0.0"
"Emipro Theme Quick Filter","Emipro Technologies Pvt. Ltd.","https://www.emiprotechnologies.com","13.0.1.0.0"
"Organización de eventos","Odoo S.A.","https://www.odoo.com/page/events","13.0.1.0"
"Event Contacts","OpenSynergy Indonesia, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Event Email Reminder","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Event Mail","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Reasons for event registrations cancellations","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Event Registration Multi Qty","Tecnativa, Odoo Community Association (OCA)","https://www.github.com/event","13.0.1.0.0"
"Unique Partner per Event","Tecnativa, Odoo Community Association (OCA)","https://github.com/oca/event","13.0.1.0.1"
"Ventas de eventos","Odoo S.A.","https://www.odoo.com/page/events","13.0.1.1"
"Event Sale Registration Multi Qty","Tecnativa, Odoo Community Association (OCA)","https://www.github.com/OCA/event","13.0.1.0.0"
"Sell event reservations","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Event Sale Sessions","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Event Sessions","Tecnativa, Odoo Community Association (OCA)","https://github.com/oca/event.git","13.0.1.0.2"
"Event Registration Multi Qty","Tecnativa, Odoo Community Association (OCA)","https://www.github.com/OCA/event","13.0.1.0.0"
"SMS en Eventos","Odoo S.A.",,"13.0.1.0"
"Event Track Location Overlap","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Event Type Multi-Company","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/event","13.0.1.0.0"
"Excel Import/Export/Report","Ecosoft,Odoo Community Association (OCA)","https://github.com/OCA/server-tools/","13.0.1.0.0"
"Excel Import/Export/Report Demo","Ecosoft,Odoo Community Association (OCA)","https://github.com/OCA/server-tools/","13.0.1.0.0"
"Puerta de enlace de Email","Odoo S.A.",,"13.0.1.0"
"Fetchmail Gmail","Odoo S.A.",,"13.0.1.0"
"Fetchmail Incoming Log","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Fetchmail Notify Error to Sender","Agile Business Group,ForgeFlow,Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.2.0.0"
"Fetchmail Notify Error to Sender Test","Agile Business Group,ForgeFlow,Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.2.0.0"
"Fetchmail Outlook","Odoo S.A.",,"13.0.1.0"
"Default Thread For Unbounded Emails","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Filter Multi User","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/server-ux","13.0.1.0.0"
"Fleet Vehicle Calendar Year","Escodoo,Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Vehicle Category","Stefano Consolaro, Associazione PNLUG - Gruppo Odoo, Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Vehicle Fuel Capacity","Escodoo,Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Vehicle Fuel Type Ethanol","Escodoo,Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Assign date end in vehicle history","Druidoo, Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Vehicle Inspection","Escodoo,Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Vehicle Inspection Template","Escodoo, Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Alternative License Plate","Druidoo, Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Vehicle Notebook","Escodoo,Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Fleet Vehicle Pivot and Graph View","Escodoo,Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Scheduling Meetings for Vehicle Services","Druidoo, Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"Kanban Features for Vehicle Services","Druidoo, Odoo Community Association (OCA)","https://github.com/OCA/fleet","13.0.1.0.0"
"HR Gamification Email Notification","Open Source Integrators,
        Serpent Consulting Services,
        Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Gamificación CRM","Odoo S.A.",,"13.0.1.0"
"Geospatial support for base_geolocalize","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/geospatial","13.0.1.0.0"
"Geospatial support of partners","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/geospatial","13.0.1.0.0"
"GeoEngine - Swisstopo layers","Camptocamp,Odoo Community Association (OCA)","https://github.com/OCA/geospatial","13.0.1.0.0"
"Usuarios de Google","Odoo S.A.",,"13.0.1.0"
"Calendario de Google","Odoo S.A.",,"13.0.1.0"
"Integración con Google Drive™","Odoo S.A.",,"13.0.0.2"
"Google Gmail","Odoo S.A.",,"13.0.1.0"
"Hojas de cálculo de Google","Odoo S.A.",,"13.0.1.0"
"Graphql Base","ACSONE SA/NV,Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.1.0.0"
"GraphQL Demo","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/rest-framework","13.0.1.0.0"
"Helpdesk Management","AdaptiveCity, C2i Change 2 Improve, Domatix, Factor Libre, SDi Soluciones, Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.8.1"
"Helpdesk Management Partner sequence","Solvos, Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.0.1"
"Helpdesk Project","PuntSistemes S.L.U., Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.0.1"
"Helpdesk Management Rating","Domatix, Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.0.0"
"Helpdesk Ticket SLA","GARCO Consulting, Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.1.0"
"Helpdesk Ticket Timesheet","Aresoltec Canarias, Punt Sistemes, SDi Soluciones Digitales, Solvos, Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.1.0"
"Helpdesk Mgmt Timesheet Time Control","Graeme Gellatly,Odoo Community Association (OCA)","https://o4sb.com","13.0.1.1.0"
"Helpdesk Management - Nonconformity","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.0.0"
"Helpdesk Motive","Konos, Open Source Integrators, Odoo Community Association (OCA)","https://githut.com/OCA/helpdesk","13.0.1.0.0"
"Helpdesk Ticket Type","Konos, Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/helpdesk","13.0.1.1.0"
"Evaluación","Odoo S.A.","https://www.odoo.com/page/appraisal?utm_source=db&utm_medium=module","13.0.1.0"
"HR Attendance Auto Close","Odoo Community Association (OCA)","https://github.com/OCA/hr-attendance","13.0.1.1.0"
"Hr Attendance Geolocation","ForgeFlow S.L.,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Attendance Modification Tracking","Creu Blanca, Landoo, Odoo Community Association (OCA)","https://github.com/OCA/hr-attendance","13.0.1.1.0"
"HR Attendance Reason","Odoo S.A., Odoo Community Association (OCA)","https://github.com/OCA/hr-attendance","13.0.1.1.0"
"Theoretical vs Attended Time Analysis","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr-attendance","13.0.1.1.3"
"HR Attendance RFID","Comunitea, ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/hr-attendance","13.0.1.2.0"
"Hr Attendance User List","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr-attendance","13.0.1.0.0"
"HR Branch","Vauxoo, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.1"
"HR Calendar Rest Time","Creu Blanca, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.2.0.0"
"HR commissions","Tecnativa,Odoo Community Association (OCA)","https://github.com/OCA/commission","13.0.1.0.0"
"Contratos de los empleados","Odoo S.A.","https://www.odoo.com/page/employees","13.0.1.0"
"HR Contract Currency","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Contract Document","Brainbean Apps, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Contract Multi Jobs","Savoir-faire Linux, Fekete Mihai (Forest and Biomass Services Romania), Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Contract Rate","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Contract Reference","Michael Telahun Makonnen, Fekete Mihai (Forest and Biomass Services Romania), Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Hr Contract Type","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Hr Course","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.2.0.0"
"Hr Course Survey","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Employee Age","Salton Massally <smassally@idtlabs.sl>, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Employee Calendar Planning","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.3.0"
"HR Employee Document","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.3.0.0"
"HR Employee First Name, Last Name","Savoir-faire Linux, Fekete Mihai (Forest and Biomass Services Romania), Onestein, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.2.1.0"
"Employee identification","Therp BV,Onestein,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Employee Language","Savoir-faire Linux, Acsone, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Employee First Name and Two Last Names","Vauxoo, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.2.0.0"
"Hr Employee Medical Examination","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Employee external Partner","Stefano Consolaro Associazione PNLUG - Gruppo Odoo, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Employee Phone Extension","Savoir-faire Linux,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Personal Protective Equipment (PPE) Management","Escodoo, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.2.0.0"
"HR Employee Relatives","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.1.1"
"HR Employee Service","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"HR Employee Service from Contracts","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.1"
"HR Employee SSN & SIN","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Employee Advance and Clearing","Ecosoft,Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.2.0"
"HR Expense Advance Clearing Sequence","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.0.0"
"Hr expense cancel","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.0.0"
"Comprobar la impresión en gastos","Odoo S.A.",,"13.0.1.0"
"Supplier invoices on HR expenses","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.3.2"
"Payment Difference on HR expenses","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.1.0"
"Petty Cash","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.1.0"
"HR Expense Petty Cash Sequence","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.0.0"
"HR Expense Portal","Open Source Integrators, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.1"
"HR expense sequence","Serv. Tecnol. Avanzados - Pedro M. Baeza,Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.0.0"
"Expense Tier Validation","Ecosoft, Odoo Community Association (OCA)","https://github.com/OCA/hr-expense","13.0.1.0.0"
"Historial de Flota","Odoo S.A.",,"13.0.1.0"
"Gamificación en RRHH","Odoo S.A.",,"13.0.1.0"
"Ausencias","Odoo S.A.","https://www.odoo.com/page/leaves","13.0.1.5"
"Asistencia HR días feriados","Odoo S.A.",,"13.0.1.0"
"Time Off - Calendar","Odoo S.A.",,"13.0.1.5"
"Leave Credit","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr-holidays","13.0.1.0.0"
"Auto Approve Leaves","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/hr-holidays","13.0.1.0.0"
"HR Holidays leave repeated","Onestein, Odoo Community Association (OCA)","https://github.com/OCA/hr-holidays","13.0.1.0.0"
"Holidays natural period","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr-holidays","13.0.1.0.3"
"HR Holidays Public","Michael Telahun Makonnen, Tecnativa, Fekete Mihai (Forest and Biomass Services Romania), Druidoo, Odoo Community Association (OCA)","https://github.com/OCA/hr-holidays","13.0.3.0.6"
"HR Holidays Settings","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/hr-holidays","13.0.1.0.0"
"HR holidays validity date","ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/hr-holidays","13.0.1.0.0"
"HR Job Employee Categories","Michael Telahun Makonnen <mmakonnen@gmail.com>, Savoir-faire Linux, Fekete Mihai (FBSR), Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Gráfico de org. de RR. HH.","Odoo S.A.",,"13.0.1.0"
"HR Org Chart Overview","ForgeFlow S.L., Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.1.1"
"Hr Personal Equipment Request","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Hr Personal Equipment Request Tier Validation","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Hr Personal Equipment Stock","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Hr Personal Equipment Variant Configurator","Creu Blanca, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Control de presencia de empleados","Odoo S.A.",,"13.0.1.0"
"Recruitment Application Notification","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.0"
"Recruitment responsible security","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/hr","13.0.1.0.1"
"Formulario de entrevista de reclutamiento de recursos humanos","Odoo S.A.",,"13.0.1.0"
"Administración de habilidades","Odoo S.A.",,"13.0.1.0"
"e-learning de habilidades","Odoo S.A.",,"13.0.1.0"
"Certificación de habilidades","Odoo S.A.",,"13.0.1.0"
"Timesheet Activities - Begin/End Hours","Camptocamp, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/timesheet","13.0.1.0.1"
"Task Logs Analysis","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/timesheet","13.0.1.0.1"
"Partes de horas/Informes de asistencias","Odoo S.A.",,"13.0.1.0"
"HR Timesheet Sheet Auto-draft","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/timesheet","13.0.1.0.0"
"HR Timesheet Sheet Auto-draft: Project","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/timesheet","13.0.1.0.0"
"HR Timesheet Sheet: Project Manager Policy","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/timesheet/","13.0.1.0.0"
"Task Log: limit Task by Project","Tecnativa, CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/hr-timesheet","13.0.1.0.0"
"Hr Timesheet Task Required","ACSONE SA/NV, CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/timesheet","13.0.1.0.0"
"Task Log: Open/Close Task","Tecnativa, CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/timesheet","13.0.1.1.0"
"Task Logs Utilization Analysis","CorporateHub, Odoo Community Association (OCA)","https://github.com/OCA/timesheet","13.0.1.0.1"
"Image URLs from HTML field","Tecnativa, Onestein, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Text from HTML field","Grupo ESOC Ingeniería de Servicios, Tecnativa, Onestein, Odoo Community Association (OCA)","https://github.com/OCA/server-tools","13.0.1.0.0"
"Compras dentro de la aplicación","Odoo S.A.",,"13.0.1.0"
"IAP Alternative Provider","Akretion, Odoo Community Association (OCA)","http://github.com/OCA/server-tools","13.0.1.0.0"
"OdooBot para chat en vivo","Odoo S.A.","https://www.odoo.com/page/discuss","13.0.1.0"
"Soporte de chat en vivo","Odoo SA",,"13.0.1.0"
"Multi System Parameters","IT-Projects LLC, Ivan Yelizariev","https://itpp.dev","13.0.5.0.0"
"Key Performance Indicator","Savoir-faire Linux,Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.1"
"Kpi Dashboard","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/reporting-engine","13.0.1.0.0"
"Dashboard Ninja","Ksolves India Pvt. Ltd.","https://www.ksolves.com","13.0.3.1.1"
"Dashboard Ninja Advance","Ksolves India Pvt. Ltd.","https://www.ksolves.com","13.0.1.0.8"
"Emiratos Árabes Unidos - Contabilidad","Tech Receptives",,"13.0.1.0"
"Contabilidad argentina","ADHOC SA",,"13.0.3.5"
"Automatic Argentinian Withholdings on Payments","ADHOC SA,Odoo Community Association (OCA)","www.adhoc.com.ar","13.0.1.4.0"
"Argentina - Point Of Sale","Ganar Ganar","https://github.com/ganarganar/pos","13.0.1.0.0"
"Point Of Sale eInvoice Receipt","Ganar Ganar","https://github.com/ganarganar/pos","13.0.1.1.0"
"l10n_ar Website Sale UX","ADHOC SA","www.adhoc.com.ar","13.0.1.1.0"
"Austria - Contabilidad","WT-IO-IT GmbH, Wolfgang Taferner","https://www.wt-io-it.at","13.0.3.0"
"Australia - Contabilidad","Richard deMeester - Willow IT","http://www.willowit.com","13.0.1.1"
"Bélgica - Contabilidad","Noviat, Odoo SA",,"13.0.2.0"
"Bélgica - facturación electrónica (UBL 2.0, e-fff)","Odoo S.A.",,"13.0.0.1"
"Bélgica - Comunicación Estructurada","Noviat",,"13.0.1.2"
"Bolivia - Contabilidad","Cubic ERP",,"13.0.2.0"
"Brasil - Contabilidad","Akretion, Odoo Brasil","http://openerpbrasil.org","13.0.1.0"
"Canadá - Contabilidad","Savoir-faire Linux","https://www.savoirfairelinux.com","13.0.1.0"
"Suiza - Contabilidad","Odoo S.A.",,"13.0.11.0"
"Switzerland - QR-IBAN","Odoo S.A",,"13.0.1.0"
"Chile - Contabilidad","Blanco Martín & Asociados","https://www.odoo.com/documentation/13.0/applications/finance/accounting/fiscal_localizations/localizations/chile.html","13.0.3.0"
"Contabilidad - China","www.openerp-china.org","http://openerp-china.org","13.0.1.8"
"China - Datos de la ciudad","Jeffery Chen Fan<jeffery9@gmail.com>",,"13.0.1.8"
"Catálogo contable para pequeñas empresas - China","www.openerp-china.org","http://openerp-china.org","13.0.1.8"
"China - Plan de cuentas estándar","['lvxin@gmail.co', 'oldrev@gmail.co', 'ccdos@intoerp.com', 'jeff@osbzr.com', 'jeffery9@gmail.com']","http://shine-it.net","13.0.2.0"
"Colombia - Contabilidad","David Arnold (XOE Solutions)","https://www.odoo.com/colombia","13.0.0.8"
"Punto de Venta - Colombia","Odoo S.A.",,"13.0.1.0"
"Costa Rica - Contabilidad","ClearCorp S.A.","http://clearcorp.co.cr","13.0.1.0"
"Alemania - Contabilidad","openbig.org","http://www.openbig.org","13.0.1.0"
"Alemania SKR03 - Contabilidad","openbig.org","http://www.openbig.org","13.0.3.0"
"Alemania SKR04 - Contabilidad","openbig.org","http://www.openbig.org","13.0.3.0"
"Dinamarca - Contabilidad","Odoo House ApS, VK DATA ApS","http://odoodanmark.dk","13.0.1.0"
"República Dominicana - Contabilidad","Gustavo Valverde - iterativo | Consultores de Odoo","http://iterativo.do","13.0.2.0"
"Argelia - Contabilidad","Osis",,"13.0.1.0"
"Ecuador - Contabilidad","Gnuthink Co.Ltd.",,"13.0.1.1"
"España - Contabilidad (PGCE 2008)","Spanish Localization Team",,"13.0.5.0"
"Etiopía - Contabilidad","Michael Telahun Makonnen <mmakonnen@gmail.com>","http://miketelahun.wordpress.com","13.0.2.0"
"EU Mini One Stop Shop (MOSS)","Odoo S.A.",,"13.0.1.0"
"Localización finlandesa","Avoin.Systems, Tawasta, Vizucom, Sprintit",,"13.0.1"
"Finland - Sale","Odoo S.A.",,"13.0.1.0"
"Francia - Contabilidad","Odoo S.A.",,"13.0.2.0"
"Francia - FEC","Akretion,Odoo Community Association (OCA)",,"13.0.1.0"
"France - VAT Anti-Fraud Certification for Point of Sale (CGI 286 I-3 bis)","Odoo S.A.",,"13.0.1.0"
"Genérico - Contabilidad","Odoo S.A.",,"13.0.1.1"
"Grecia - Contabilidad","P. Christeas, OpenERP SA.","http://openerp.hellug.gr/","13.0.1.0"
"Guatemala - Contabilidad","José Rodrigo Fernández Menegazzo","http://solucionesprisma.com/","13.0.3.0"
"Hong Kong - Contabilidad","Odoo SA",,"13.0.1.0"
"Honduras - Contabilidad","Salvatore Josue Trimarchi Pinto","http://bacgroup.net","13.0.0.2"
"Croacia - Contabilidad (RRIF 2012)","OpenERP Croatian Community",,"13.0.13.0"
"Hungria - Contabilidad","InnOpen Group Kft","http://www.innopen.eu","13.0.2.0"
"Indonesia - Contabilidad","vitraining.com","http://www.vitraining.com","13.0.1.0"
"E-faktur Indonesia","Odoo S.A.",,"13.0.1.0"
"Irlanda - Contabilidad","Target Integration","http://www.targetintegration.com","13.0.1.0"
"Israel - Contabilidad","Odoo S.A.","http://www.odoo.com/accounting","13.0.1.0"
"India - Contabilidad","Odoo S.A.",,"13.0.2.0"
"India - Punto de venta","Odoo S.A.",,"13.0.1.0"
"India - Informe de compra (GST)","Odoo S.A.",,"13.0.1.0"
"Gestión de ventas y almacenes de la India","Odoo","https://www.odoo.com","13.0.1.0"
"India - Informe de venta (GST)","Odoo S.A.",,"13.0.1.0"
"Gestión de ventas y almacenes de la India","Odoo","https://www.odoo.com","13.0.0.1"
"India - Informe de existencias (GST)","Odoo S.A.",,"13.0.1.0"
"Italia - Contabilidad","OpenERP Italian Community","http://www.odoo.com/","13.0.0.2"
"Italia - Facturación Electrónica","Odoo","http://www.odoo.com/","13.0.0.3"
"l10n_it_stock_ddt","Odoo S.A.","https://www.odoo.com","13.0.0.1"
"Japón - Contabilidad","Quartile Limited","https://www.quartile.co/","13.0.2.2"
"Documento LATAM","ADHOC SA",,"13.0.1.0"
"Lituania - Contabilidad","Focusate","http://www.focusate.eu","13.0.1.0.0"
"Luxemburgo - Contabilidad","OpenERP SA, ADN, ACSONE SA/NV",,"13.0.2.0"
"Marruecos - Contabilidad","kazacube","http://www.kazacube.com","13.0.1.0"
"Mongolia - Contabilidad","BumanIT LLC, Odoo S.A.",,"13.0.1.0"
"Plan contable plurilingüe","Odoo S.A.",,"13.0.1.1"
"México - Contabilidad","Vauxoo",,"13.0.2.0"
"Holanda - Contabilidad","Onestein","http://www.onestein.eu","13.0.3.0"
"Noruega - Contabilidad","Rolv Råen",,"13.0.2.0"
"Nueva Zelanda - Contabilidad","Richard deMeester - Willow IT","http://www.willowit.com","13.0.1.1"
"Panama - Contabilidad","Cubic ERP",,"13.0.1.0"
"Perú - Contabilidad","Vauxoo, Odoo",,"13.0.2.0"
"Polonia - Contabilidad","Grzegorz Grzelak (OpenGLOBE)","http://www.openglobe.pl","13.0.2.0"
"Portugal - Contabilidad","ThinkOpen Solutions","http://www.thinkopensolutions.com/","13.0.0.011"
"Rumania - Contabilidad","Fekete Mihai (Forest and Biomass Services Romania)","http://www.forbiom.eu","13.0.1.0"
"Arabia Saudita - Contabilidad","DVIT.ME","http://www.dvit.me","13.0.1.1"
"Suecia - Contabilidad","XCLUDE",,"13.0.1.0"
"Suecia - Comunicación estructurada OCR","XCLUDE","https://www.xclude.se","13.0.1.0"
"Singapur - Contabilidad","Tech Receptives",,"13.0.2.0"
"Eslovenia - Contabilidad","Mentis d.o.o.","http://www.mentis.si","13.0.1.1"
"OHADA - Contabilidad","Baamtu Senegal","http://www.baamtu.com","13.0.1.0"
"Tailandia - Contabilidad","Almacom","http://almacom.co.th/","13.0.2.0"
"Turquía - Contabilidad","Ahmet Altınışık, Can Tecim",,"13.0.1.0"
"Ucrania - Contabilidad","ERP Ukraine","https://erp.co.ua","13.0.1.4"
"Reino Unido - Contabilidad","SmartMode LTD","https://www.odoo.com/page/accounting","13.0.1.0"
"Estados Unidos - Contabilidad","Odoo S.A.",,"13.0.1.1"
"Uruguay - Plan de cuentas","Uruguay l10n Team, Guillem Barba",,"13.0.0.1"
"Venezuela - Contabilidad","['Odoo S.A.', 'Vauxoo']",,"13.0.1.0"
"Vietnam - Contabilidad","General Solutions","http://gscom.vn","13.0.2.0"
"Sudáfrica - Contabilidad","Paradigm Digital","https://www.paradigmdigital.co.za","13.0.1.0"
"Rastr. enlaces","Odoo S.A.",,"13.0.1.0"
"Location Security","ADHOC SA","www.adhoc.com.ar","13.0.1.0.0"
"Conversaciones","Odoo S.A.","https://www.odoo.com/page/discuss","13.0.1.0"
"Mail Activity Board","SDi, David Juaneda, ACSONE SA/NV, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.1.0"
"Mail Activity Creator","Creu Blanca,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Activity Done","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.1"
"Simple forms in mail activities","Hunki Enterprises BV, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Activity Partner","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Activity Team","ForgeFlow, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.1.0"
"Mail Attach Existing Attachment","ACSONE SA/NV, Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Attach Existing Attachment (Account)","Thore Baden, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Autosubscribe","Camptocamp SA, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"OdooBot","Odoo S.A.","https://www.odoo.com/page/discuss","13.0.1.0"
"Mail Debrand","Tecnativa, ForgeFlow, Onestein, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.2.0.1"
"Drag & drop emails to Odoo","Therp BV,Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.1"
"Mail configuration with server_environment","Camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/server-env","13.0.1.0.2"
"Mail full expand","Tecnativa, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.0"
"Mail Inline CSS","Akretion, camptocamp, Odoo Community Association (OCA)","https://github.com/OCA/social","13.0.1.0.2"
